"1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"1" 0.0341218834838759 0.00105127481033634 0.947603156556413 4.64965159782945e-05 9.16505806081637e-08 0.0171357755722441 4.06251492611819e-05 3.58646029461855e-07 9.92288122812404e-08 2.3838646912051e-07
"2" 0.173272872170855 0.535245819305802 0.086667963722926 8.56598328881132e-08 0.00574938511572251 0.186767357063196 3.12712667338202e-05 0.0107975669486242 0.00146606868682189 1.6100594864753e-06
"3" 5.60493129755014e-08 0.114444435949366 5.49738837844302e-08 0.0612965267558421 0.806342520618888 4.44909273108912e-07 2.58805933028049e-08 0.0179158543824573 6.70424967964539e-08 1.34378871398021e-08
"4" 2.68097697475806e-07 2.65563987219634e-06 0.931827400789098 2.99036301433685e-07 0.00575230046915637 0.00172969061926104 0.0347329809747074 0.0257281465758336 0.000226104535145247 1.53262926941718e-07
"5" 0.678495231163413 0.00807974107521305 0.104219518878763 4.29821035654086e-08 0.155824829452968 1.69834284375853e-07 0.000288733348553871 5.96423975783758e-08 0.0530916016485713 7.19737323625698e-08
"6" 0.0111947307058702 1.11001358111635e-07 0.0230047657981873 8.48090927785644e-08 0.882149408590118 0.000973060590320581 0.0826188995148204 1.5981570274406e-07 1.02797595627039e-06 5.7751198573132e-05
"7" 1.06025277936018e-06 1.08143883211252e-06 6.98160982552056e-06 1.49732829373961e-06 5.20886535740221e-07 0.00100274089311676 3.1898344151253e-07 6.51832587386658e-07 0.998984718175455 4.28599133442011e-07
"8" 3.55736057043682e-07 2.51768355633011e-07 5.96686663161606e-07 1.99101113175797e-07 4.49570303635489e-07 0.000512079959527354 4.51821911673104e-08 2.15625056710507e-07 1.41837225235001e-07 0.999485664533507
"9" 0.800131607972415 1.09470555007993e-07 1.0290915851549e-06 2.72163156514469e-07 6.11561311230062e-08 0.194900824846487 4.54839959928081e-08 0.00303283346757584 1.18875160918311e-05 0.00192132883200695
"10" 0.298603751911542 0.344390835797424 0.0441592345152972 0.000961854480416292 7.12862737565361e-07 0.288645391690111 0.000535318107332825 0.0216556315560283 2.17753204941009e-07 0.00104705132590551
"11" 0.0211444516545214 2.59105019024497e-07 0.00613930949871342 0.935758820370912 1.78703402906438e-07 1.79134594420572e-06 3.8497121156222e-07 0.0310847586398203 0.00586972294698234 3.22763473134831e-07
"12" 0.0792854330226435 0.0141350596284698 3.33630767379937e-07 0.694584001782813 7.63155612531953e-08 0.0321099446603408 0.0453036758032884 0.132954528928235 9.28704125605885e-08 0.00162685335746915
"13" 0.108857624736992 0.0146065819117376 0.0294945465659565 0.454303591681739 0.108470588290154 0.037801731915316 0.105555249676209 0.0661486426785076 0.0181712490977288 0.0565901934456586
"14" 7.21476164575418e-05 0.985516430437977 0.000325563952640151 0.000103047595363086 1.88977911159873e-07 0.0091626970352956 3.60165404825685e-05 0.00478363585845929 2.30426372195244e-07 4.15590416371146e-08
"15" 0.851800057155251 0.109094900564733 5.83847748899464e-07 0.0310330526634766 2.01180856193656e-07 0.00617183634500411 3.73378535832217e-08 0.00189916541449967 1.51408578723451e-07 1.40819986971462e-08
"16" 3.23954775700046e-07 2.38620476165162e-07 5.30918776275745e-07 1.73919953410234e-07 3.4334217216893e-07 3.29763669506354e-07 0.999997374923608 4.19337954506133e-07 2.17933506443453e-07 4.72851077757735e-08
"17" 0.0339453808895126 0.925396634805303 0.00251398094077367 3.12565794998229e-07 0.0203362164099486 0.00114468477622324 0.0144706631148004 1.19197941628632e-07 0.0018413693419694 0.000350637957732383
"18" 6.36961149945184e-06 0.000276300102680866 0.0194183634751892 2.58844303542287e-07 0.0156312464479908 0.000831655590865144 0.0843250892342862 0.878807502300543 0.000589825840880914 0.000113388551761288
"19" 9.25059565292852e-08 1.04095468671225e-07 1.17325913114075e-07 7.68971005519481e-08 2.24346492658826e-07 0.999999086338383 1.18598960961025e-07 7.85424732104461e-08 6.8906759535119e-08 3.24424922337714e-08
