"1" "2"
"V1" 0.0094593010119627 0.00615967929663635
"V2" 0.00986367934431755 0.00412812901086979
"V3" 0.00247878847847788 0.0111443876464209
"V4" 0.0118803231424343 0.000380735990269004
"V5" 0.00931912899497971 0.000782196834213184
"V6" 0.00954412203127076 0.000386459657043822
"V7" 0.00858669136808224 0.000368744982395459
"V8" 0.00731295097594867 0.0016355060581282
"V9" 0.00809959497735041 0.00024855569103312
"V10" 0.00741996910822207 0.000873128013467488
"V11" 0.00721831322148125 0.00088586940228112
"V12" 0.00715455955974766 0.000877880363344433
"V13" 0.00707950410509765 0.000902843977334691
"V14" 0.00728966241986587 0.00050052308559795
"V15" 0.00678462460399877 0.000599528024893602
"V16" 0.00676338546204399 0.000621547963098114
"V17" 0.0065508102439128 0.000777869334708727
"V18" 0.00644080382918082 0.000775824860276332
"V19" 0.00442781203250846 0.00277974960597911
"V20" 0.00651923711802991 0.000502289713852348
"V21" 0.00605486900201473 0.000866390124000739
"V22" 0.00636868427007395 6.98340819401052e-07
"V23" 0.00391214445164649 0.00262030349582862
"V24" 0.00377567469054559 0.00269948105832239
"V25" 0.00604112974888565 0.000258984295170107
"V26" 0.00554517904814508 0.000781063681530341
"V27" 0.00579301563870133 0.000458058411809201
"V28" 0.00546858275068844 0.000768105615793289
"V29" 0.00409071596010436 0.00209826417264404
"V30" 0.00539510290676987 0.000582741409969515
"V31" 0.00530882875803674 0.000512194351695662
"V32" 0.00526593326929734 0.000393909119978057
"V33" 0.00330132112496253 0.00236385280676191
"V34" 0.00487945581069863 0.000620519732503018
"V35" 0.00492218874141731 0.000421909876955878
"V36" 0.00483480227665284 0.000508884467176762
"V37" 0.00494092139623348 0.000313512901715136
"V38" 0.00488907132291361 0.000305121896898913
"V39" 0.00459722857123269 0.000577333401629044
"V40" 0.00227943257914088 0.00296347966853166
"V41" 0.00132758530787617 0.00390075674156241
"V42" 0.00460156494270265 0.000302756081186806
"V43" 0.00445802562382791 0.000362516526591466
"V44" 0.00432822019254694 0.00049507548379177
"V45" 0.00437714153900195 0.000438508938391154
"V46" 0.00465573423428101 0.000123161444494669
"V47" 0.00363126884538721 0.00120105130225482
"V48" 0.00440962180522553 0.000363975786665564
"V49" 0.00433901124716403 0.000417161581943278
"V50" 0.00433364275399649 0.000385249594139528
"V51" 0.00207867850454722 0.00279129898709823
"V52" 0.00329321312752681 0.00147203670510642
"V53" 0.00422377976268722 0.000368894124496757
"V54" 0.00432534795434915 0.000190154087327557
"V55" 0.00368162021125093 0.000841182250271926
"V56" 0.00420443985695861 0.000256146133800127
"V57" 0.00377590764048792 0.000606843391067208
"V58" 0.00394898808596756 0.000386225509502243
"V59" 0.00405467344699557 0.000264062272087008
"V60" 0.00393441082469769 0.000317458678524845
"V61" 0.00416059597018499 5.26007160593173e-05
"V62" 0.00365453934963401 0.000590713948018018
"V63" 0.00387210386068339 0.000347741661512485
"V64" 0.00380742281361645 0.000409611181683435
"V65" 0.00248686380714427 0.00180484045538905
"V66" 2.36524849232241e-07 0.00443283554684139
"V67" 0.00383241563145117 0.000261373714650704
"V68" 0.00127458600954524 0.00282952228410468
"V69" 0.00357085987176067 0.000358725839067447
"V70" 0.00369794605588004 0.00015615084496823
"V71" 0.00360452941509556 0.000237648964156682
"V72" 0.00360976419612938 0.000214884609617919
"V73" 0.00345637310262781 0.00037180482971199
"V74" 0.00352309849781584 0.000263958573462488
"V75" 0.00346558101853668 0.000240286092390447
"V76" 0.0019214030362586 0.00188433395687883
"V77" 0.0034878037735477 0.000207795441645458
"V78" 0.0034791912429093 0.000152384440438983
"V79" 0.00262964748486962 0.00105984417794807
"V80" 7.28448717636819e-11 0.00378090681283033
"V81" 0.0033041076591893 0.000247125696138953
"V82" 0.00320669361416911 0.00033277549992339
"V83" 0.00312027030772594 0.000412946362134949
"V84" 0.00276669111971048 0.000771685400166502
"V85" 0.00314560695648309 0.000315105913955005
"V86" 0.00249431555230147 0.000963396166043672
"V87" 0.00311761919443647 0.000294697623825867
"V88" 0.00310140344648635 0.000275283187814202
"V89" 0.00305817895348764 0.000302738317932519
"V90" 0.00136290394722454 0.00210546056188355
"V91" 0.00222474297234677 0.00110862609240551
"V92" 0.00303247748120685 0.000226495602001879
"V93" 0.00305462829754755 0.000199212171197067
"V94" 0.0030054767499729 0.00022133910911897
"V95" 0.00302517336285527 0.000167140801517415
"V96" 8.54226658739605e-12 0.00338884358291739
"V97" 0.00291317725685378 0.000250742994358347
"V98" 0.00292214678500256 0.000145890844179413
"V99" 0.000816025920295011 0.00236188033540879
"V100" 0.00272399561890832 0.000232614937589697
"V101" 0.00178210924021372 0.00123065276563205
"V102" 0.00240138959136796 0.000551802804769942
"V103" 0.000957876211002459 0.0020228846516313
"V104" 0.00263565682482863 0.000200375184080532
"V105" 0.00250227199850831 0.000310529570923453
"V106" 0.00251427475941177 0.000296768611582944
"V107" 0.00278387366420057 1.22805353180259e-06
"V108" 0.00259909371091916 0.000190159055650919
"V109" 0.00259321156481976 0.000172487146975345
"V110" 0.00255311587534326 0.000208659743996045
"V111" 0.00245013100547464 0.000245154882504351
"V112" 0.00211686407724733 0.00060037387366753
"V113" 0.00208827825948528 0.000604197285003151
"V114" 0.00037546729476099 0.00243406607681876
"V115" 0.00239975430925859 0.000261673330650383
