"1" "2" "3"
"V1" 0.104078961580528 3.5336213626092e-07 0.0479823610204931
"V2" 0.0397160319992404 0.0259858442690234 0.0886495209453486
"V3" 0.0225054008134891 0.0433444923543637 0.0365198796753288
"V4" 0.0198418597840268 0.0189778209201696 0.045245245376127
"V5" 0.0177348592551405 0.0136304575685962 0.05302028929529
"V6" 0.0210227709894597 0.0204162622963768 0.0253286670082754
"V7" 0.0117699605758717 0.0159602134005125 0.0413493409964114
"V8" 0.0230837493846095 0.00866791362794615 0.0228054019109333
"V9" 0.0105698733430194 0.0260085209733159 0.00651663671106493
"V10" 0.0154209473858961 0.0179680993327819 0.00826165439778043
"V11" 0.012314990860342 0.0190177396540774 0.00858906171848099
"V12" 0.0161436343156915 0.0122560839831832 0.00895069168962539
"V13" 0.00632627348846295 0.0109585045107731 0.0143243156016671
"V14" 0.00845357931414634 0.00762133414667657 0.00539509714984953
"V15" 0.00670892503329359 0.00548302637422978 0.00968245890723485
"V16" 0.00503947189345868 0.00926342270872165 0.00510724784430067
"V17" 0.00360690368432373 0.00426545559475262 0.0161475647182906
"V18" 0.00394240319813289 0.0096022759495508 0.00401464315309021
"V19" 0.00394274300667588 0.00874658618668773 0.00540176859347117
"V20" 0.00489191190379322 0.00816935108750104 0.00378136376753692
"V21" 0.00538274118391616 0.00635083579013235 0.00329732224802744
"V22" 0.0055923248581354 0.00506718507435375 0.00432288127442387
"V23" 0.00511290029744433 0.00646798753428907 0.00276305801231563
"V24" 0.00398383510994346 0.00727313735150272 0.00412878379910592
"V25" 0.00445678822275439 0.00606368496585744 0.00420166626127853
"V26" 0.00137655152041317 0.0111954420173072 0.00195080867239513
"V27" 0.00711258761832578 8.25830736422003e-10 0.00398967313656876
"V28" 0.00444761543417444 0.00404265596151537 0.00322274397355307
"V29" 0.00245419345782042 0.00483690304364824 0.0044851414931365
"V30" 0.00175724949661446 0.00665199191681637 0.00201432549186444
"V31" 0.00242814576245286 0.00542154396893096 0.00228351210536677
"V32" 0.0022801065342537 0.00568025072496192 0.00158938189766002
"V33" 0.00440661006061037 0.00265396629003006 0.00173133833326744
"V34" 0.000986978206998002 0.00700666948715757 0.00199933421320126
"V35" 0.00260170100253121 0.00405420245772898 0.00324511449603053
"V36" 0.00382324945058695 0.00210375011147866 0.00316704937522889
"V37" 0.0012475429023328 0.00216713319890152 0.00970728866466694
"V38" 0.00319356019823675 0.00289866115521241 0.00186441994053059
"V39" 0.00244831979867923 0.00410979396225146 0.00121041150196633
"V40" 0.00301473553123262 0.00315388392020496 0.00139057096315284
"V41" 0.000665038954240703 0.00627015937915833 0.00113582956453297
"V42" 0.00357711153540784 0.00221567586153522 0.00118160722833395
"V43" 0.00281953208616306 0.00292568119357346 0.00163733564458281
"V44" 0.00289037857476478 0.0024256849870561 0.00154511748944962
"V45" 0.00247073958824866 0.00280547516552265 0.00184184370064345
"V46" 0.0022957540154426 0.0033102993379131 0.0011846692437582
"V47" 0.00262821789092019 0.00226580877503698 0.00195610453497317
"V48" 0.00430486590064801 4.42355044725079e-10 0.00156701793288219
"V49" 0.00228908148443289 0.00284512016775445 0.00134576126441039
"V50" 0.00252764556821982 0.00265659007108346 0.00107343394831147
"V51" 0.00102325876904022 0.00447037229742439 0.00120144881039191
"V52" 0.00405152657636726 1.19344212848602e-10 0.00173557262172932
"V53" 0.00239302156626374 0.00245524195299174 0.00125061057712805
"V54" 0.0014440755096707 0.00373937564044433 0.00126196354650103
"V55" 0.00109925565851083 0.00370368051199734 0.00182927123098736
"V56" 0.00261520764619274 0.00117258160624702 0.00241833172440909
"V57" 0.00334323405611255 5.324449871351e-08 0.0019318485062335
"V58" 0.000832231042550384 0.00442107765291563 6.28413173890546e-05
"V59" 0.00169051752948563 0.00249977332060217 0.00146254052434714
"V60" 0.000958243911710859 0.00391415378647867 0.000602486046033338
"V61" 0.00125376023847175 0.00139817503839822 0.00453040857955713
"V62" 0.00161947636176239 0.0023475258253471 0.00174657849815556
"V63" 0.00238078884710668 0.00170313458816721 0.000937026778763831
"V64" 0.00100046696127728 0.000985133166523098 0.00589785751257686
"V65" 0.000842585043985404 0.00381892540787265 0.000717513117438232
"V66" 0.00128974132810692 0.00139055419684823 0.00417309414457647
"V67" 0.00156882473073036 0.0025763481601369 0.00108270201452935
"V68" 0.00202317681872837 0.00179016328105421 0.00123612265886178
"V69" 0.00177408687044061 0.00216140747220772 0.00106910663361395
"V70" 0.00248922248369741 3.31391357009662e-10 0.0029941445639179
"V71" 0.00144581777946809 0.00258071932454048 0.000706230729643093
"V72" 0.00152828567730032 0.00223253754908867 0.00101132323813379
"V73" 0.00106729739713598 0.00232474109602591 0.00183256435278868
"V74" 0.00161337179543181 0.00174668526911274 0.00149424003441201
"V75" 0.00228845554801086 0.000379029523612031 0.00232438735082826
"V76" 0.00212427895959987 6.64698872177828e-10 0.00303213135061257
"V77" 0.00113414505564597 0.00228007010080558 0.00121117671153797
"V78" 0.00104156677817157 0.00256182117879778 0.000872376180349799
"V79" 0.00159854063011169 0.00124376274636137 0.00180279794904819
"V80" 0.0013262056627354 0.0018887749879455 0.0011836062518032
"V81" 0.00134429542906435 0.00192203132569683 0.000946577857265408
"V82" 0.00133738751841511 0.00174588746826649 0.000983034939745563
"V83" 0.000930904508952625 0.00230039746909907 0.000967777955605685
"V84" 0.00127697023378524 0.00175017641846176 0.000965126131829372
"V85" 0.000560558124925999 0.00219547614064398 0.00172506888160973
"V86" 0.00124600063746102 0.00169689005254462 0.000875377383807133
"V87" 0.00156096529077816 0.00127311424797901 0.000655271685609832
"V88" 0.00102475634516241 0.00158584401406263 0.00139277743682323
"V89" 0.000698712588060972 0.00254739859912803 0.000394536945168505
"V90" 0.00121638489386858 0.00180986363190945 0.000440288918855219
"V91" 0.00220151995515794 5.9560533792765e-10 0.00131405937222448
"V92" 0.00121074003307072 0.0016590640291627 0.000707291571675032
"V93" 0.00174438112530559 5.66658489568713e-08 0.00226045106059859
"V94" 0.000704622384768132 0.00207392957643394 0.00101229946571752
"V95" 0.000205881821724062 0.00195643746027559 0.00236408909982359
"V96" 0.000996745715731444 0.00168752137235343 0.000785307487955578
"V97" 0.00173050622484368 0.000517780452701373 0.000999253578325676
"V98" 0.0014834081842964 0.000942146339399832 0.000830468185097729
"V99" 0.000591562530949026 0.001561995484484 0.00193093840120485
"V100" 0.0013542033604417 0.00111059163602819 0.000778102116760075
"V101" 0.000672661007848423 0.00203437358456421 0.000753099183221486
"V102" 0.00104520535965078 0.00150986745744749 0.000632696386686327
"V103" 0.000604092554554074 0.0022784171324074 0.000277564155557408
"V104" 0.000732800829764262 0.00179211129937336 0.000817515732138614
"V105" 0.000765415651201176 0.00200063089512063 0.000306735757056824
"V106" 0.0010384717778241 0.00120692805893785 0.00105724308362311
"V107" 0.000720393897550266 0.0018449285364062 0.00052550944633394
"V108" 0.00117393711633953 0.00102388634068882 0.000866131466547064
"V109" 0.000835509648633099 0.00160994848927432 0.000601708836830432
"V110" 0.00139145206694856 0.00059106761068447 0.00105118163821511
"V111" 0.000836435795880368 0.00132439899804707 0.00102940170091431
"V112" 0.00195191722332314 6.77084585740144e-11 0.000627313573884809
"V113" 0.00106636741357458 0.00121123064826878 0.000590327202710673
"V114" 0.000538811335470001 0.00184210009651576 0.000587309296525175
"V115" 0.0014034868730268 4.01298078307485e-11 0.00181340228975779
"V116" 0.000758755638331125 0.00152204201810126 0.000589507890529865
"V117" 0.00109621330537222 0.000923242442844076 0.000838568195013447
"V118" 0.000448809029229534 0.00206657017757635 0.000306820205316073
"V119" 0.000724503892070217 0.00126313029899836 0.00111933469183588
"V120" 0.00145630389608469 0.000465345391563749 0.000701134642254721
"V121" 0.0010524248330297 0.00112431982239931 0.000483580999878461
"V122" 0.00113010916776279 0.00105909076064894 0.000382388620660077
"V123" 0.000655915302816765 0.00165804079834074 0.000463598961076314
"V124" 0.00098663008277727 0.00109855168526038 0.000647126378648372
"V125" 0.00094253731844932 0.00102165806690521 0.00087205034144874
"V126" 0.000910001574796737 0.00121010614750928 0.000550514252710606
"V127" 0.000325168178477388 0.00226724484783615 1.5758153585409e-05
"V128" 0.00037324703878363 0.00188318509182641 0.000431423983666505
"V129" 0.00112096001483683 0.000499229399032287 0.00103483173076982
"V130" 0.000885387683468505 0.00113763684288014 0.000359585478366677
"V131" 0.00124554284988802 0.000384410728267361 0.00084061660865016
"V132" 0.0007062286502888 0.00125367159779037 0.000575571205153807
"V133" 0.00100113970710669 0.000693868786649602 0.000702401013776935
"V134" 0.000738771325998458 0.00114711538631746 0.000455035875211291
"V135" 0.000829767284347443 0.000918644209362016 0.000630243383431463
"V136" 0.000728145569814889 0.00115138449546178 0.000446804129234588
"V137" 0.000754538537271186 0.00103138786099673 0.000601986494217894
"V138" 0.000924804949146028 0.000913302709183043 0.000349867378570797
"V139" 0.00144852346511722 1.06977396782382e-07 0.000679468266270444
"V140" 0.000803636169625073 0.000914155277227743 0.00060296969364892
"V141" 0.000884074500266363 0.000852261711527901 0.000508153597444496
"V142" 0.000964484346911188 0.000820171003709893 0.000357491747612876
"V143" 0.000537310127952225 0.00142159393039823 0.000302269178965941
"V144" 0.00069704994581899 0.00101514690502815 0.000649409452895961
"V145" 0.000322899460002168 0.0015189705085216 0.000668439450616749
"V146" 0.000969974960206449 0.000624436760336937 0.000567478833798496
"V147" 0.00147308453084653 3.20003689990921e-08 0.00036004275616326
"V148" 0.000701625560132578 0.000793505675300795 0.00085995959688246
"V149" 0.0010373510385806 0.000386095743903639 0.000744261853567128
"V150" 0.000527956646095597 0.00127181370817438 0.000385001757356825
"V151" 0.000529396049605236 0.00115020699020901 0.000607197544617602
"V152" 0.000318281361661663 0.00101008749931891 0.00142286431410129
"V153" 0.000924859600170875 1.70702051229424e-10 0.00173258165848705
"V154" 0.00100569592149985 0.000486849989782653 0.000568881705053621
"V155" 0.000143631125844186 0.00132206445618162 0.00121522955751707
"V156" 0.000957057815003663 0.000528177283833979 0.000551392872914758
"V157" 0.000408797020632582 0.00122921524268415 0.000626837465951331
"V158" 0.000662454185078242 0.00104226138169744 0.000311786630267709
"V159" 0.000608704570265815 0.00103276470812275 0.000467368005741266
"V160" 0.00064983735265747 0.00108386451776396 0.000260746458958035
"V161" 0.000865330822681561 0.000645445898666399 0.000531006450607337
"V162" 0.000660210557843127 0.000941392338156288 0.000467379022999749
"V163" 0.000351490398164765 0.00144553062341244 0.000306247004345772
"V164" 0.000588630443700725 0.00109428538286794 0.000352648991940393
