"1" "2" "3"
"1" 0.00233561762203238 0.997660763815585 3.6185623820674e-06
"2" 8.49321400185564e-07 0.999998232561541 9.18117058645561e-07
"3" 0.00356761445626118 0.995943015613224 0.000489369930514863
"4" 0.000676337447614214 0.999320938203146 2.72434923977236e-06
"5" 0.00200733887283379 0.996807680095111 0.00118498103205537
"6" 0.00156292531821303 0.0162645037443592 0.982172570937428
"7" 0.979130810855866 0.000358668492976309 0.0205105206511573
"8" 0.053535109934522 0.0801718617851051 0.866293028280373
"9" 0.99989453772454 9.40917125862972e-05 1.1370562873636e-05
"10" 0.999844166780308 9.67361040838351e-05 5.90971156082985e-05
"11" 0.998837610219492 0.00114566802877809 1.67217517299697e-05
"12" 0.999115603476009 0.000876230718233102 8.16580575810854e-06
"13" 0.992687531866809 0.00731110027529512 1.36785789612187e-06
"14" 0.997326782827664 0.00267174600637554 1.47116596038077e-06
"15" 0.0345121977051523 0.0397852440137044 0.925702558281143
"16" 0.853535275695022 9.63568185589415e-06 0.146455088623122
"17" 8.25411162918637e-07 0.000396408980557361 0.99960276560828
"18" 0.0156041263585633 0.288984585371395 0.695411288270042
"19" 0.987042278832125 0.00286049636884556 0.01009722479903
"20" 0.046262697293619 0.863673392932166 0.0900639097742149
"21" 0.912843618316031 1.08620703450342e-06 0.0871552954769347
"22" 0.0704987156821831 0.233090541012335 0.696410743305482
