"1" "2" "3" "4" "5"
"V1" 0.0388434521612135 2.44803918560833e-05 0.0859143134051509 0.009051010485212 0.0378314228789929
"V2" 0.0318230668735991 3.67485122224747e-10 0.0563685701826294 0.00734651999345976 0.0212464538853755
"V3" 0.0197097615286338 1.31492536416829e-12 0.0502210030062004 0.00496605875528616 0.0384837493115321
"V4" 0.0190480965915561 1.28471431611785e-12 0.0388739042487822 0.00380837251614033 0.0203514230470458
"V5" 0.0209311378633319 0.000859855160631521 0.0345768664778644 0.00582799292529561 0.0132267068001935
"V6" 0.0134870325995135 0.00256071413616942 0.0356070704337331 0.00729046075492023 0.0179406558948651
"V7" 0.0219267796057454 0.00855631430650915 0.00067571896228611 6.35771871969865e-06 3.69591672298839e-05
"V8" 7.15320546420492e-05 7.87246353393172e-05 1.70443108640618e-06 0.00305017622247713 0.124256821062387
"V9" 0.0131068273190446 0.00453613110316325 0.00236035843173961 3.23151236297999e-05 0.000818595719113375
"V10" 3.19348956464987e-13 0.0023437922710651 0.0312163643279169 1.49912327404815e-12 9.98044072180763e-07
"V11" 0.00686500995986668 0.0044131191423102 0.00611725348096191 0.00572629610742684 0.00195609606953008
"V12" 3.52189271234051e-13 0.0032881412577909 0.0242573736423854 1.19196444738075e-12 1.4393852171244e-12
"V13" 0.00355878948195544 0.0010673383737536 0.00100017918001043 0.0221878764710184 0.00192549951093454
"V14" 3.22275319234538e-05 2.65035585619226e-12 2.75449243511059e-06 0.000209263393720831 0.0608650797765271
"V15" 0.00921526416008548 0.00124903989835102 0.000252796734061408 3.53287424869155e-05 0.00431679012535375
"V16" 9.3329104712698e-09 5.67866702116893e-05 1.26649181286189e-05 0.0332338136201519 4.79428569014151e-08
"V17" 0.0030649526489382 6.54778680973125e-05 0.00998883845048655 0.00183789925425695 0.00527619374837764
"V18" 0.00533113402467858 0.00288722045194547 0.00216795534125957 0.000676707111502503 0.000908140257950611
"V19" 2.83861438451384e-13 0.000558027956120739 6.06558230800255e-13 1.16260163322703e-06 0.0387865706170237
"V20" 0.000661316212707713 1.04356230079727e-12 0.0119542878094746 0.000765989664736681 0.00863031752415919
"V21" 0.00320549628407648 2.35567300645887e-12 0.0076962597656382 0.000701852535840857 0.00412536037067733
"V22" 0.00256912738736495 0.00423842401071358 0.000752398888138674 0.00175823476497216 0.00569797416441395
"V23" 0.0032490321004819 0.00324701639549024 0.00152715569204566 0.00188251894110781 0.00218832424327638
"V24" 0.00277051958135089 0.00349582551015106 0.000958272157771971 0.00352799507655564 0.00118190069767459
"V25" 0.00231554756537291 0.00318167320563244 0.00202228545492716 0.00313858210991485 0.000772457696980849
"V26" 0.00119246389112727 0.00495446604484813 0.00326839105240227 0.00131637986151092 0.000267991474823774
"V27" 0.00248347704176462 0.00207631335716363 0.00295191418068356 0.0027138724555797 0.000683848189131264
"V28" 0.00155353616730101 2.92530275433121e-05 0.00694926835222969 0.0012873641290637 0.00552945663233848
"V29" 0.00209562305642258 0.00345712775058841 0.00163517446279666 0.00203334125361112 0.000919574061624567
"V30" 0.00440415840142068 0.00162998734368938 0.000909981405975403 5.83960952469482e-06 0.000116900163795177
"V31" 3.32093482745301e-13 0.00193099541340817 0.0102784221411014 9.29941869575349e-08 1.61425912291331e-06
"V32" 0.00483018030782015 0.000619135116782225 0.000796117873582781 6.05455535688456e-05 7.88946567459234e-05
"V33" 0.00151156727360083 0.00183968008252728 0.00639684150953465 4.22397897679054e-09 7.53121599217827e-06
"V34" 0.00462064307783056 0.000751362569261468 0.000904880619989959 1.14376043670549e-06 0.000114705083677819
"V35" 0.000323313191062252 0.00321159357753695 0.00630852245773189 0.000554513350688866 0.000340230174292774
"V36" 0.00129353957383821 0.00231883399947827 0.00433867418170883 0.00150607273042211 0.00134747457446144
"V37" 0.000573798863533357 5.22350603336672e-13 4.20061060032084e-05 2.39835362424083e-07 0.0255701752810785
"V38" 0.00150694402818628 0.00213715004810279 0.00498685523286088 0.000494208207021458 0.000550783570163158
"V39" 0.0011494809285726 1.20745704789296e-12 0.0071882843618676 0.000392578817232108 0.00513382090138862
"V40" 0.000481106468637648 0.0031857745380734 0.00510950663994378 0.00131068963086827 0.00016648742425537
"V41" 0.00183828531732392 0.00334257959937246 0.000544943657851332 0.00231491053139507 0.000773210766796091
"V42" 0.000518432309255494 0.0012641164803806 0.00837860190550799 1.87414640766953e-06 1.73222910007781e-06
"V43" 0.00196187595758393 0.00155921415044117 0.000616905713562234 0.00552743902283279 0.000559497953447986
"V44" 7.26460996258939e-13 2.24837278996944e-06 1.11206170246918e-10 6.67544521738905e-06 0.0253962467043121
"V45" 0.00381206002903451 0.000866659564679955 0.000691292423053498 0.000164493975373707 0.000510220472039649
"V46" 0.00254355564624978 0.00114360960829257 0.000437593865615504 0.00339798380022619 0.00120251324176931
"V47" 0.00143507250338296 0.00230620196836977 0.000319263144474393 0.00458912451419847 0.000136535699606682
"V48" 0.0029329600866454 0.00084582668818335 0.00124686600568057 0.000746190122670515 0.000732898934416318
"V49" 0.00121283685213474 0.00086902863327043 0.00490613751452262 0.00128712832914552 0.000228102540914594
"V50" 0.000794202393475401 0.00401781866340381 0.00138552523727218 0.000462960585274573 0.000296741350492251
"V51" 0.00368041442309849 0.000643020510104012 0.00049731250843499 1.80935730723881e-06 3.10047675271463e-05
"V52" 0.000508675596633448 0.00106325336397092 0.00690904007156695 5.67491255500768e-07 4.94703662785602e-06
"V53" 3.71271804245624e-13 0.00396162185810999 0.00352870134338861 9.54321800130855e-07 7.058211076115e-07
"V54" 0.00142907059198693 0.00176854023345605 0.000309092020605603 0.00363399092949764 0.00154544803912517
"V55" 0.00150636001163509 0.000499947870013449 0.000290241776049022 0.00706016725019503 0.00020023525283491
"V56" 0.0011217504559756 0.00175546147503988 0.00296852265529991 0.00142178833626859 0.000300363484655691
"V57" 0.00195659783988293 0.000835800498282788 0.000550113843428959 0.00414454319664041 0.00050605703230311
"V58" 0.00367646388258901 0.000554443410995745 7.500288657845e-05 5.11298461737796e-07 1.38213864202828e-11
"V59" 6.25701663652719e-05 0.00082296256597912 0.000282451882912835 1.22032955498328e-11 0.0173152370036696
"V60" 0.00202045591291576 0.00132832767594308 0.00112347865764323 0.00181251248338128 0.000352206607984423
"V61" 0.00128370545256331 0.00208691991098662 0.00138315781728603 0.00200003437391017 0.000404854542306212
"V62" 0.000749012930363904 1.63658819163941e-12 0.00498582277329385 0.000282306328772472 0.00370020065224561
"V63" 0.000897826029508841 0.00313407159235251 0.00016660787706572 0.000590701168827045 0.00221471183842702
"V64" 0.00167264996394904 2.05807851967937e-12 0.000733085974272036 0.00487296628252553 0.000340413673926901
"V65" 0.000886204701616758 0.00182630571502548 0.0028292196653509 0.000180035889100938 0.000425204050443815
"V66" 0.000586743046000639 0.00274841083212908 0.00235928885882106 1.00739581716315e-05 2.80937863306986e-05
"V67" 0.00131005110679647 0.00215966392204468 0.00089906621321187 0.000517873543233896 0.000856094793122972
"V68" 2.24535171383856e-12 8.96780875734845e-07 5.55497813915199e-08 1.5665284394728e-12 0.0175719992484576
"V69" 6.92544458803233e-09 0.000868450921228329 0.00626925106262409 1.78537345007362e-08 1.38461037539636e-07
"V70" 0.00208772170478404 0.000795945867960863 0.000157309207791041 1.28288905821148e-06 0.00336664294631174
"V71" 0.00134544297155094 0.0010387029984084 0.000122240939887066 0.0040323123535972 0.00010464774943725
"V72" 0.00231205015122776 0.00104012100142268 0.000339153409801539 1.34820099462522e-06 2.79145482186068e-05
