"1" "2" "3" "4" "5" "6" "7"
"1" 9.40960577585897e-07 0.999970435478651 7.12081066854795e-07 1.24778182110877e-06 1.70912542877149e-05 7.60282137632233e-07 8.81216145782777e-06
"2" 5.16278864323384e-07 8.08830445223544e-06 8.88185395308184e-07 2.86072632686413e-06 6.69243823846447e-07 6.20703934650026e-07 0.999986356557203
"3" 7.41522773441895e-07 0.00839177569035416 1.02565456401678e-06 0.991481501504316 1.49327241051325e-06 6.17091348373176e-07 0.000122845264233563
"4" 9.06418295101574e-07 0.976936437757098 2.34799932799958e-05 0.0230305679255157 6.33009938266873e-06 1.29227739770423e-06 9.85529030950179e-07
"5" 4.11938551597152e-05 0.993925205443693 1.85576902100071e-05 0.00573284030820386 7.65912794542094e-07 0.000280696347603083 7.40442335510485e-07
"6" 1.34216342869644e-06 0.00102913983402687 0.997359891443845 0.00155651313553609 9.8430925263434e-07 2.52274859430461e-06 4.96063653163647e-05
"7" 0.930421786151055 2.15947794354494e-06 0.0558163553047173 0.00382531281476118 0.0046459289849854 0.00525646833049569 3.19889360418627e-05
"8" 0.000423690407326707 0.0485927941276567 0.890054807998116 0.00110908745912025 0.050470573588652 1.37963416679314e-06 0.00934766678496198
"9" 0.984475884080923 1.2144307801358e-05 4.35387440454831e-06 0.0143747103936793 3.15517436492371e-05 0.00110046363502642 8.91964516477466e-07
"10" 0.982528751212907 0.000279081899972995 7.23477435342705e-05 0.0143129888163227 0.000190377518260717 0.00261543141930641 1.02138969614831e-06
"11" 0.965974288099313 0.000295066852055026 6.84792888564297e-06 0.0332853715508525 1.00136825062414e-06 0.000436983508846758 4.40691796238653e-07
"12" 0.964600640454111 5.1725648228118e-05 1.27116127867387e-06 0.0353374644494404 2.15476282202319e-06 6.3599059695545e-06 3.8361815032241e-07
"13" 0.945048015714719 0.00036108615832779 0.000144012275742546 0.0544388816363197 4.60036348257702e-07 7.03241343906955e-06 5.11765103562801e-07
"14" 0.956379010168257 0.000144105053170788 3.94196024949577e-06 0.0434693620936837 6.6018578312362e-07 2.53726925423036e-06 3.83269602145177e-07
"15" 1.34198804879577e-06 0.000313522903732949 0.102449864437646 0.00383517538453257 0.000308852731394714 0.893090913406616 3.29148028662367e-07
"16" 0.00542841821061411 6.16594348086988e-06 0.0357895771323469 4.40794262896846e-05 0.951010801970492 0.00772040812448975 5.49192286307526e-07
"17" 0.917130931278422 1.8749096100942e-05 0.0828016442950469 9.48803333736469e-07 4.71738231501867e-05 3.23104037620553e-07 2.29599908629267e-07
"18" 0.00165906277376718 7.01134400034686e-07 0.350454035107503 0.523182149933204 0.000725280949065828 0.12397826654192 5.03560140266481e-07
"19" 0.944853146584043 0.00288583714703954 0.0207450572064612 0.0215222509944118 0.00465029222692536 0.00523853068469884 0.000104885156419992
"20" 0.0623284589967658 0.342051166409852 0.0147062637632941 0.571871055900164 0.000950097953355537 0.0080705058140793 2.24511624886417e-05
"21" 8.55949057857527e-07 1.86376675548933e-06 0.00268359117300619 0.00165390966147258 0.995658750884723 7.50836026262583e-07 2.77728959005821e-07
"22" 0.00391996973431131 0.0342378311733168 5.97428098023531e-06 0.134238776884973 0.0105221346758002 0.816537576356954 0.000537736893664234
