"1" "2" "3" "4" "5"
"V1" 0.0341386072979619 0.0163675760450468 0.0108183565988237 0.00677781865397051 0.017877731551123
"V2" 0.0124528459795085 0.000849815004334164 0.00702511620827225 0.064853027489402 0.00759046677935021
"V3" 0.0154535612009 0.000545348096805573 0.00532097337675578 0.0510336010279164 1.75031245502487e-11
"V4" 0.0145768448267627 0.0189922112772605 0.0151837242981598 0.0160883900794975 0.000138612690676534
"V5" 0.00951077910630913 0.00420592762495193 0.00476754202741952 0.0475326190983479 6.65432752734761e-11
"V6" 0.00983072978123845 0.00334804344629579 0.00439397780970077 0.0370690365498259 5.12001528442538e-11
"V7" 0.00903974668815362 9.40232475981678e-08 0.00308609100429392 0.0377941527658436 0.00616541677071981
"V8" 0.00860860277629493 0.00689911595330364 0.00728507742755558 0.0032466424385853 0.00701270263174018
"V9" 0.00808597799305115 0.00700983708928045 0.000364537629122357 0.00305966614665704 0.0140485283660484
"V10" 0.00308933933421958 0.00660986109516801 0.00596624506980747 0.0013966547470853 0.0146391743768657
"V11" 0.00504380854641009 0.00690519321222176 0.00385520487927496 0.00238060477884672 0.0062538550253831
"V12" 0.00532903985892917 0.00724415900847224 0.00304227087409555 0.00282824067731663 0.00275234564083732
"V13" 0.00175865835671481 0.00633431730385211 0.0078606846118624 0.00127743802995292 0.0023105215423716
"V14" 0.00559047983534551 0.00173129131837893 0.0013647811090085 0.00769392523760953 0.00337845693082837
"V15" 0.0031802970424687 0.000426519531324262 0.00209753766965841 0.0115442280296815 1.02550822299955e-05
"V16" 0.00125951903055074 0.00494968447603214 0.00342578559383381 0.00281145454614211 0.00379520349643613
"V17" 0.00335149711899331 0.00431388237460181 0.00562859832153119 3.38756465555969e-05 0.0016507849888114
"V18" 0.00238688499576437 0.00488723073748982 0.00108972863135364 0.0016542733096865 0.00618029918503442
"V19" 0.00220363453871684 0.000420980942674192 0.00116281237454256 0.0109921954968132 0.00154782338761447
"V20" 0.00469329401312742 0.00326077919958133 0.0012006852691689 0.00101268279047288 0.00435592697783596
"V21" 0.00368947924555611 0.00114341595128531 0.00308524154439324 0.00345719977707849 0.0033968059565278
"V22" 0.00443382842303254 0.0028756427722495 0.00304224058239293 0.00213924932343095 0.000164773138419457
"V23" 0.00642125898798322 0.00169214501301888 0.00134585626704646 0.00244559517549743 0.00024244891724383
"V24" 0.00204906734830789 0.00273271998376388 0.00252492370427896 0.00191584636223508 0.00387230165055628
"V25" 0.00224881657469802 0.0031255704833005 0.00538143781889858 7.18679188094707e-05 0.00125300513061567
"V26" 0.00145800722292824 0.00424627607232736 0.000842337649476089 0.00364264343118938 0.00230557161846168
