"1" "2" "3" "4" "5" "6" "7"
"V1" 0.00990803846932279 0.0118436314660706 0.00635340391192614 0.00223793873749088 0.0110909551806539 0.00425319728722549 0.00111900725043176
"V2" 0.00927826740774394 0.0135378844452992 0.00709154532881609 0.00407806549004431 0.00384254390979172 0.00217944040366023 3.09095103668971e-10
"V3" 2.87458683603233e-05 1.44305101923888e-12 0.0318825606325502 4.62711944843196e-13 2.64900405720889e-07 6.53816535055214e-05 1.68799262894575e-05
"V4" 2.3954220288317e-11 0.0125821055950125 0.00732353582528378 1.51137511377296e-12 0.00084512098919528 0.0189557181196243 0.00120754001295566
"V5" 0.00175606688412796 0.0132983365113758 0.00398879187985861 5.52973690204123e-06 0.00138180812306326 0.0103406331810806 0.00732568894456013
"V6" 0.0121940680432759 0.00450696346200075 0.00716037417503409 0.000309345558291034 0.000280236129662924 0.00533434386513662 0.000213138623090518
"V7" 2.39393334369831e-10 0.0090732694558879 0.00574228530045893 3.78199396188956e-12 0.000728711732312533 0.0131263223505986 0.00127904932812333
"V8" 7.76105989283814e-11 0.0032035515623672 0.00510163329854326 1.22543175784147e-12 0.00413086894284053 0.0189185718142559 0.00039493708754101
"V9" 5.05089884202614e-12 0.00688461286005804 0.00595589864413647 1.28606735169118e-05 0.000524211535745838 0.0140216007957145 0.000459257934176644
"V10" 0.00415316182102267 0.0090523696077734 0.00311963546055905 0.000497017087327488 0.00151886061545577 0.00708889313806757 0.00226879543044254
"V11" 0.00382385486837306 0.0084796662887987 0.00363533205931269 0.000943417987953943 0.00103291649139329 0.00699012683669588 0.000708836221501004
"V12" 0.00431471704177829 0.00878594350106533 0.00349379964317314 0.00108904408674586 0.000807787455045632 0.00585854344539024 0.000691870487133388
"V13" 0.003249562146118 0.00760910952586889 0.0037254923852468 0.000620962195614854 0.00149106490472067 0.00834131710703985 0.00026008765719403
"V14" 0.00189847395481792 0.00820289200742832 0.00428638386102653 0.000340643084804956 0.000779748974812601 0.00884905700704814 0.000580099802950266
"V15" 0.00466515093061918 0.00766713682480845 0.00306955153102658 0.000561214791799919 0.000765364416411644 0.0059106631057591 0.000314140303095944
"V16" 0.00192272749438545 0.00751920359104141 0.00390090840206713 0.000322657875458296 0.00110886418594739 0.00839456802799778 0.000364775665999094
"V17" 0.00452145629421152 0.0075013155328981 0.00284316742495674 0.000730161641979405 0.00104619797515109 0.00588275268551187 0.000563936028472904
"V18" 0.00397282295735836 0.00778302976162399 0.00297946761163169 0.000490047504503131 0.00130375694505689 0.00539411621898746 0.000791641157525708
"V19" 0.00413960606926111 0.00669848739506189 0.00386158537816633 0.00246321304948313 0.00258247137396078 0.000659554690946142 3.04436929359136e-05
"V20" 0.00114315273306773 0.00838005309632596 0.0037319088065369 0.000184784742857722 0.000868365024742709 0.00724179003644296 0.00137983565012535
"V21" 0.00400604430534733 0.00777474274028836 0.00289312931045254 0.000800532527535989 0.0011208977968559 0.00410655325553572 0.000219801772174419
"V22" 0.000313372241752906 0.000101937111400018 0.00818845953898195 8.27515507868787e-07 8.41838786138073e-13 0.0128276790415235 0.000103775025270858
"V23" 0.00669066176221678 0.00334274563887171 0.00217926743391475 0.00164035304266138 0.00382904696613233 0.00190090709062267 8.7647998016271e-11
"V24" 0.00402299125190101 0.00561568769550738 0.00200381411364972 0.00236739094866309 0.00362359789526824 0.00134487150486575 0.000669553785435379
"V25" 3.22802422974078e-06 0.00689636999151246 0.00321772837863074 3.07888054200201e-05 0.000529544722064115 0.00977013877059184 0.00112413071206766
"V26" 0.00442304598823421 0.00712906857958082 0.00188986310847052 0.000658857551662656 0.00121033041785145 0.00376110799174846 0.000808456064005977
"V27" 2.2831565615771e-05 0.00630390640011465 0.00395693450199922 7.48844085073559e-05 0.000937336300460975 0.00856558588323785 0.000571350043217589
"V28" 0.00381009224076771 0.00673706160458212 0.00261983710499216 0.000793845181708472 0.000883571951086057 0.00388444158949625 0.000587717970518715
"V29" 0.00903094711476398 0.00398434259755301 0.00162432335047915 0.00320580939635429 3.19216087228883e-05 0.000384988809396197 1.01249802122295e-11
"V30" 0.00507602876584098 0.00656989530933141 0.00163158985969234 0.000695864058968935 0.000594551532543155 0.00350428629559348 0.00100657652966194
"V31" 0.0015545369084375 0.00529052636894394 0.00281792998416016 0.000307333232535739 0.000926728850455215 0.00791002769175707 0.00033507082550566
"V32" 0.00204573616017197 0.00489595279667497 0.00272526642075238 0.000321941613811364 0.000580433359039183 0.00778969230243316 0.000439559164900114
"V33" 0.00465571761086418 0.00303875649920517 0.00386828989651183 0.001253177007817 0.00231906703071101 0.000855565387853615 0.00261344404304321
"V34" 0.00331462443715008 0.00601272354376308 0.0024240265800634 0.000631215790349163 0.000695822667326057 0.00339485974993428 0.000410700524122944
"V35" 0.00138981031508508 0.00509184313774936 0.0033309642692317 0.000200727964158327 0.000683480147963848 0.00595299474101143 0.000294425204093015
"V36" 0.00295169507875858 0.00546666167088587 0.00217711776244421 0.000419029897064467 0.000737825146325974 0.00476531407965298 0.000695447121794317
"V37" 0.00101887832563708 0.00523456086704001 0.00257756541073122 1.68392193000404e-06 0.000758688306307381 0.00734683202412945 0.000491010185066538
