"1" "2"
"V1" 0.01093504192285 0.0210469249873083
"V2" 0.0163753946864127 0.000143754912554646
"V3" 0.00507591359033232 0.0101279429105508
"V4" 0.00423091138877555 0.00756413093125848
"V5" 0.0102531114030679 3.9281821605667e-08
"V6" 0.0101045200247202 2.42587436505218e-07
"V7" 0.00841721434013991 0.000762748193369066
"V8" 0.00245734316650316 0.00557252852618979
"V9" 0.00293164931314951 0.00501381311791174
"V10" 0.00790699288490514 8.80925313891074e-05
"V11" 0.00279270321301658 0.00514018855379557
"V12" 0.00623027675211445 0.00126985425520006
"V13" 0.00250455000469611 0.0047811891682111
"V14" 0.00226027791769868 0.00485656583136884
"V15" 0.00490033720558369 0.00159561983780944
"V16" 0.00215307511023558 0.00414965083841433
"V17" 0.00229553565330183 0.00389454280592207
"V18" 0.00208612712255439 0.00399151110325407
"V19" 0.00230185814832064 0.00377793994757399
"V20" 0.0019814416168525 0.0040909530651221
"V21" 0.00204430028627163 0.00394890420097868
"V22" 0.00227610468503776 0.00365362613229573
"V23" 0.00207048518501091 0.00381730823434897
"V24" 0.00186040705900019 0.00379559700707856
"V25" 0.00190449871978829 0.00339750803293331
"V26" 0.00125364581373111 0.0039969628983864
"V27" 0.00150670887721633 0.00368130692469773
"V28" 0.00182797444537829 0.00324631736266907
"V29" 0.00402524354389468 0.00102600222360018
"V30" 0.00192591470071073 0.00310021040839421
"V31" 0.00169140050605785 0.00325753711438282
"V32" 0.00175622875940955 0.00314538937730089
"V33" 0.00156980513853675 0.0033204457578919
"V34" 0.00492401941060211 4.36308282681292e-09
"V35" 0.00446780172857433 0.000432177046679606
"V36" 0.00205427278008464 0.00281395833895591
"V37" 0.00159895329358902 0.00323772095049983
"V38" 0.00181099261901844 0.0030274498951471
"V39" 0.00199219360848245 0.00278386346234996
"V40" 0.00189092831828926 0.00281481701786087
"V41" 0.00162401115538034 0.00301169587154254
"V42" 0.00155695605881353 0.00303979865140913
"V43" 0.00173084032967794 0.00262370791061678
"V44" 0.00143758828683579 0.00267484849459627
"V45" 0.00413120906942224 4.26787135037982e-06
"V46" 0.0022636717595435 0.001838566191046
"V47" 0.00163999945836094 0.00240296923045879
"V48" 0.00403136124673145 2.68945260195351e-07
"V49" 0.0013304104480414 0.00263226168072147
"V50" 0.00104614238567793 0.00290496489581077
"V51" 0.00357545003522683 0.00040033904407954
"V52" 0.00139168002480931 0.00255599325775977
"V53" 0.00144793730935636 0.00249942872273315
"V54" 0.00137280351624087 0.00242495853460455
"V55" 0.00132138757308795 0.00246837674014523
"V56" 0.00132623555412036 0.00245456064340534
"V57" 0.00131437272119093 0.00244551097392558
"V58" 0.00155957240606217 0.00220057961012597
"V59" 0.00130541793574539 0.00242708569423038
"V60" 0.00282397659341671 0.000918109086569272
"V61" 3.328923967477e-13 0.003682518541555
"V62" 0.00149079384329498 0.00220867771748146
"V63" 0.00120835965065517 0.00239457116009094
"V64" 0.00126979617869595 0.002305130314119
"V65" 0.00175681855392981 0.00180997646028138
"V66" 0.00128472157557287 0.00217144460889734
"V67" 0.0013337285624036 0.00209376514893077
"V68" 0.00106078336589521 0.00233982677308815
"V69" 0.00293191781600731 0.000489858663673863
"V70" 0.00337081547154119 1.40972222347515e-06
"V71" 0.000915923426051814 0.00241394953489432
"V72" 0.00168961795931238 0.00164816669987806
"V73" 0.000730265703939227 0.00258301368345592
"V74" 0.00326855522898429 6.02550387113705e-05
"V75" 0.0010967382812692 0.00219907087869987
"V76" 0.00106234564180089 0.00221225717698332
"V77" 0.00114930602054159 0.00210606055772272
"V78" 0.00100052086720631 0.00216946087903319
"V79" 0.00267717022717935 0.000488099470162276
"V80" 0.000893537913117874 0.00211132747759152
"V81" 0.00104262800638891 0.0019599737467043
"V82" 0.00108632939837021 0.00190629928221498
"V83" 0.00251653665848778 0.000417969478188709
"V84" 0.0012809727842576 0.00161996284446337
"V85" 0.00112677523658882 0.00176705081051003
"V86" 0.00290586039131049 2.48320695922936e-09
"V87" 4.99522036169535e-10 0.00284384063014621
"V88" 0.00104929726171952 0.00174882892857189
"V89" 0.000657624344455094 0.00209647419175155
"V90" 0.00107511097327042 0.00168233937820444
"V91" 0.00247793398354043 0.000292314442650911
"V92" 0.00096715907044641 0.00172998085497206
"V93" 0.000755565837699542 0.00191520739786744
"V94" 0.000693310635190289 0.00195188673751586
"V95" 0.000436222233574082 0.0022043708091176
"V96" 0.00225510949314839 0.000406110815839171
"V97" 0.00104752443328094 0.00159883662926557
"V98" 0.000746949398684074 0.00186704965844589
"V99" 0.000836783721231348 0.00177689906826238
"V100" 0.0015082324144568 0.00108340307909797
"V101" 0.00230587237062656 0.00029419091947601
"V102" 0.00259679852673989 3.01573168408955e-06
"V103" 0.00214708854230095 0.000393145110093052
"V104" 0.00150501396684294 0.00101248753411288
"V105" 0.000826242206778945 0.00165969361865111
"V106" 0.00247926559255976 1.81150573818774e-06
"V107" 0.000889680573910254 0.00154623505175267
"V108" 0.000953619888186018 0.00145383100486568
"V109" 0.000937366094310111 0.00140996643364658
"V110" 0.000884494676045016 0.00145804468481896
"V111" 3.10959745771871e-13 0.00232348391355457
"V112" 0.00140081090146924 0.00093088047980417
"V113" 0.000853485967788211 0.00146553052582676
"V114" 0.000214661317017519 0.00207660036737841
"V115" 0.000674503696583695 0.00161879030738884
"V116" 0.000796547737048566 0.00148853056960588
"V117" 0.00154271701300057 0.000742183705565249
"V118" 0.00215302665904409 9.71851692270377e-05
"V119" 0.00221139693841144 3.87544280677047e-05
"V120" 0.00186140406851148 0.000357638054981871
"V121" 0.000596057616611476 0.0015861714794998
"V122" 0.000687737399749359 0.00148147455392326
"V123" 0.00079034955273994 0.00136484483039347
"V124" 0.000784613636988066 0.00136165860742509
"V125" 0.00208401936034377 1.76425924619765e-05
"V126" 0.00209702451541347 5.28386520095134e-08
