"1" "2" "3"
"1" 0.325426508350564 0.239878857711315 0.434694633938121
"2" 0.487710990980493 0.180959685384024 0.331329323635482
"3" 0.275624140217529 0.212036376527625 0.512339483254847
"4" 0.682447172568606 0.317541481155873 1.1346275520718e-05
"5" 0.529142642983197 0.185200233398272 0.285657123618531
"6" 0.609502394808217 0.253345088921283 0.1371525162705
"7" 0.572956600163082 0.27444778591817 0.152595613918748
"8" 0.490249238941345 0.339484458264731 0.170266302793923
"9" 0.323980863261327 0.2932253873377 0.382793749400973
"10" 0.506937732500092 0.174753270425558 0.318308997074351
"11" 0.644929278685332 0.228485726831606 0.126584994483062
"12" 0.447375365375696 0.284205558112654 0.268419076511649
"13" 0.205187474474029 0.522740927881261 0.27207159764471
"14" 0.0796542083203439 0.128883385334428 0.791462406345228
"15" 0.822969263638093 0.129033276863507 0.0479974594983999
"16" 0.504766700812689 0.222654107506841 0.272579191680469
"17" 0.0594018198681413 0.832700733408234 0.107897446723625
"18" 0.609178654204067 0.283436177839682 0.107385167956251
"19" 0.777884482524477 0.137937908116547 0.0841776093589758
"20" 0.758243627437562 0.24174751440011 8.85816232835755e-06
"21" 0.0450108577961008 0.954950643964503 3.84982393965642e-05
"22" 0.529551985896575 0.193125302831727 0.277322711271698
"23" 0.58996763655191 0.293438261839524 0.116594101608565
"24" 0.198165754526787 0.518266834889794 0.283567410583419
"25" 0.25969766853082 0.366787423740683 0.373514907728497
"26" 0.355224095596257 0.361031514142624 0.283744390261119
"27" 0.272717109272996 0.385372418850643 0.341910471876361
"28" 0.644112105819548 0.0857285944694726 0.27015929971098
"29" 0.0706935219120883 0.704859239479451 0.22444723860846
"30" 0.691276302390936 0.304600806087148 0.00412289152191585
"31" 0.104125549017958 0.615221931193525 0.280652519788517
"32" 0.0965452298405523 0.406121603346268 0.49733316681318
"33" 0.737924061291546 0.256973858769921 0.00510207993853328
"34" 0.131114893095651 0.0875516389355429 0.781333467968806
"35" 0.373533136808509 0.577130187459361 0.0493366757321301
"36" 0.67572485776316 0.274923276320904 0.0493518659159352
"37" 0.43137280104588 0.327010911593765 0.241616287360356
"38" 0.484967388416869 0.16440761616256 0.35062499542057
"39" 1.18144953756214e-05 0.926952429368727 0.0730357561358976
"40" 0.102331707083356 0.830421343409635 0.0672469495070098
"41" 0.260925706308251 0.478629081506541 0.260445212185208
