"1" "2"
"V1" 0.0346451773924137 5.14126995961335e-06
"V2" 0.00790610297365532 0.00682613357889872
"V3" 0.0038386896198902 0.0117930194463744
"V4" 0.01009660795856 7.38925306915886e-09
"V5" 0.00472160255749405 0.00900467107477775
"V6" 0.00681705192654059 0.00447705803145319
"V7" 0.00385442145040025 0.00893997362679093
"V8" 0.0025773932439508 0.011202885202396
"V9" 0.00514469586174913 0.00335563593398468
"V10" 0.00184618361271387 0.00923180795411249
"V11" 0.00493137018734029 0.00341158189367068
"V12" 0.0066658220463238 5.15695321712808e-07
"V13" 0.0046422070043625 0.00320864466365854
"V14" 0.00245764841009178 0.0067159634088654
"V15" 0.00463462366077034 0.00208423817108167
"V16" 0.00331899288133813 0.00423462507275831
"V17" 0.00280541850197733 0.00363121305754519
"V18" 0.00277157417169763 0.00319735297226567
"V19" 0.00285209670826797 0.00243275040269484
"V20" 0.00417637925229147 2.15032123357537e-08
"V21" 0.00275464004121266 0.00246264859451536
"V22" 0.00309389166401376 0.00179763523268881
"V23" 0.00309172450561852 0.0017959355322711
"V24" 0.00123253631131749 0.00516803348040078
"V25" 0.00146571639786001 0.0047405443317483
"V26" 0.00226514343583613 0.0029098770670207
"V27" 0.00208335464194066 0.00311768765125754
"V28" 0.0016955220460017 0.00380160102428293
"V29" 0.00373044628017627 1.50836209861514e-06
"V30" 0.0035351862343292 6.18795183086922e-08
"V31" 0.00148013767217001 0.00355002919848605
"V32" 0.00210047878209113 0.00224657199964015
"V33" 0.00237768918689036 0.0016881014605127
"V34" 0.000456439360335801 0.00506468369165666
"V35" 0.00211945163015663 0.00184212379460221
"V36" 0.00225737220744443 0.00147632231135397
"V37" 0.0029171865046233 0.000199034773098432
"V38" 0.00122238875427925 0.00325454700692383
"V39" 0.00300414103562343 1.07885598397334e-09
"V40" 0.00236806874207986 0.00115027243910911
"V41" 0.00197609287687847 0.00179033120610769
"V42" 0.00294878181633101 2.13070190625511e-05
"V43" 0.0022881644553111 0.000996441073258721
"V44" 0.00115537985394279 0.00302224907608362
"V45" 0.0016531685991527 0.00211584112732552
"V46" 0.00138479701383844 0.00247602465163796
"V47" 0.00198892343826393 0.00135973298495267
"V48" 0.00151441375661145 0.00221881599850735
"V49" 0.00199082902895059 0.0012919882690866
